marry,libgraphite2-3,1.2.4-1ubuntu1
marry,libgssapi-krb5-2,1.12+dfsg-2ubuntu4.2
marry,libgssapi3-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libgssglue1,0.4-2ubuntu1
marry,libgtk-3-0,3.10.8-0ubuntu1.2
marry,libgtk-3-bin,3.10.8-0ubuntu1.2
marry,libgtk-3-common,3.10.8-0ubuntu1.2
marry,libgtk2.0-0,2.24.23-0ubuntu1.1
marry,libgtk2.0-bin,2.24.23-0ubuntu1.1
marry,libgtk2.0-common,2.24.23-0ubuntu1.1
marry,libguava-java,15.0-2ubuntu1
marry,libgudev-1.0-0,1:204-5ubuntu20.7
marry,libguice-java,3.0-3
marry,libgusb2,0.1.6-5
marry,libhamcrest-java,1.3-4
marry,libharfbuzz0b,0.9.27-1ubuntu1
marry,libhcrypto4-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libheimbase1-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libheimntlm0-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libhttpclient-java,4.3.3-1
marry,libhttpcore-java,4.3.2-2
marry,libhx509-5-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libice6,2:1.0.8-2
marry,libicu52,52.1-3
marry,libidl-common,0.8.14-0.2ubuntu4
marry,libidl0,0.8.14-0.2ubuntu4
marry,libidn11,1.28-1ubuntu2
marry,libieee1284-3,0.2.11-12
marry,libio-string-perl,1.08-3
marry,libisc95,1:9.9.5.dfsg-3
marry,libisccc90,1:9.9.5.dfsg-3
marry,libisccfg90,1:9.9.5.dfsg-3
marry,libisl10,0.12.2-1
marry,libitext1-java,1.4-5
marry,libitm1,4.8.2-19ubuntu1
marry,libjackrabbit-java,2.3.6-1
marry,libjasper1,1.900.1-14ubuntu3
marry,libjaxen-java,1.1.6-1ubuntu1
marry,libjaxp1.3-java,1.3.05-2ubuntu3
marry,libjbig0,2.0-2ubuntu4.1
marry,libjcommander-java,1.32-1
marry,libjdom1-java,1.1.3-1
marry,libjetty-java,6.1.26-1ubuntu1
marry,libjline-java,1.0-2
marry,libjpeg-turbo8,1.3.0-0ubuntu2
marry,libjpeg8,8c-2ubuntu8
marry,libjs-jquery,1.7.2+dfsg-2ubuntu1
marry,libjsch-java,0.1.50-1ubuntu1
marry,libjson-c2,0.11-3ubuntu1.2
marry,libjson0,0.11-3ubuntu1.2
marry,libjsoup-java,1.7.3-1
marry,libjsr305-java,0.1~+svn49-4
marry,libk5crypto3,1.12+dfsg-2ubuntu4.2
marry,libkeyutils1,1.5.6-1
marry,libklibc,2.0.3-0ubuntu1
marry,libkmod2,15-0ubuntu6
marry,libkrb5-26-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,libkrb5-3,1.12+dfsg-2ubuntu4.2
marry,libkrb5support0,1.12+dfsg-2ubuntu4.2
marry,liblcms2-2,2.5-0ubuntu4
marry,libldap-2.4-2,2.4.31-1+nmu2ubuntu8
marry,libllvm3.4,1:3.4-1ubuntu3
marry,liblocale-gettext-perl,1.05-7build3
marry,liblockfile-bin,1.09-6ubuntu1
marry,liblockfile1,1.09-6ubuntu1
marry,liblog-message-simple-perl,0.10-1
marry,liblog4j1.2-java,1.2.17-4ubuntu3
marry,libltdl-dev,2.4.2-1.7ubuntu1
marry,libltdl7,2.4.2-1.7ubuntu1
marry,liblwres90,1:9.9.5.dfsg-3
marry,liblzma5,5.1.1alpha+20120614-2ubuntu2
marry,libmagic1,1:5.14-2ubuntu3.2
marry,libmaven-parent-java,21-2
marry,libmaven-scm-java,1.3-5
marry,libmaven2-core-java,2.2.1-14
marry,libmodello-java,1.1-3
marry,libmodule-pluggable-perl,5.1-1
marry,libmount1,2.20.1-5.1ubuntu20.2
marry,libmpc3,1.0.1-1ubuntu1
marry,libmpdec2,2.4.0-6
marry,libmpfr4,3.1.2-1
marry,libncurses5,5.9+20140118-1ubuntu1
marry,libncursesw5,5.9+20140118-1ubuntu1
marry,libnetbeans-cvsclient-java,6.5-2
marry,libnetty-java,1:3.2.6.Final-2
marry,libnewt0.52,0.52.15-2ubuntu5
marry,libnfnetlink0,1.0.1-2
marry,libnfsidmap2,0.25-5
marry,libnih-dbus1,1.0.3-4ubuntu25
marry,libnih1,1.0.3-4ubuntu25
marry,libnspr4,2:4.10.7-0ubuntu0.14.04.1
marry,libnss-myhostname,0.3-6
marry,libnss3,2:3.17.1-0ubuntu0.14.04.1
marry,libnss3-1d,2:3.17.1-0ubuntu0.14.04.1
marry,libnss3-nssdb,2:3.17.1-0ubuntu0.14.04.1
marry,libnuma1,2.0.9~rc5-1ubuntu2
marry,libodbc1,2.2.14p2-5ubuntu5
marry,libogg0,1.3.1-1ubuntu1
marry,libopts25,1:5.18-2ubuntu2
marry,libopts25-dev,1:5.18-2ubuntu2
marry,liborbit-2-0,1:2.14.19-0.3
marry,liborbit2,1:2.14.19-0.3
marry,libosgi-compendium-java,4.3.0-1
marry,libosgi-core-java,4.3.0-4
marry,libosgi-foundation-ee-java,4.2.0-1
marry,libp11-kit0,0.20.2-2ubuntu2
marry,libpam-cap,1:2.24-0ubuntu2
marry,libpam-modules,1.1.8-1ubuntu2
